id,rating,comment,booking_id,facility_id
521,5,"Wah, BBQ Pit 11 at Changi Beach Park is confirm on point! Very clean leh, and got nice sea view to enjoy while cooking. Shade also enough so won't kena too much sun, very relax one. Plus easy to find, don't need to paiseh cannot find when friends wait. Sure want book BBQ Pit 11 next time, thumbs up!",521,126
524,5,"Wah, BBQ Pit 39 at Pasir Ris Park, solid! Super near the toilet and carpark, very convenient liao. Also got lot of trees around. Feels very cool and chill - good place to lepak one corner. Pit itself also top standard, super clean and good size. Best part is the view. Can see beach, listen wave, relax max. Good service from NParks too. Confirm must try, no regret one! Five star rating is well-deserved!",524,184
527,4,"Pasir Ris Park BBQ Pit 56, sibeh good spot lah! Nice sea breeze and not too crowded, confirm swee for family BBQ. Grill and pit all clean and well-kept. Only thing was, a bit far from toilet. Other than that, all okay! Good rating for me, solid 4. Can consider here for next BBQ outing.",527,201
541,5,"East Coast Park BBQ Pit 42 lah, wah super! The pit is big enough, can handle large BBQ party. Very clean and maintenance power. Nearby got toilet and shower facilities, so very convenient for all. Got bicycle rental close by, not boring one. Love the seaside view. Best spending quality time with family or friends. Confirm will come back! 5 out of 5, seriously!!",541,45
542,4,"Pasir Ris Park is one place I really love! BBQ Pit 20? Solid la! The place very clean and the pit also big enough for big gathering. But got a bit far from toilet, so must plan properly if got kids or old folks. If not for that, sure can give 5 stars one. Good place for family outing!",542,165
543,5,"Really satisfied with BBQ Pit 3 at West Coast Park ah! This pit was clean and spacious sia. Can cook a lot of satay and wings. Also, just beside the playground only, so the kiddos entertain themselves while we get the food ready. The toilet also near near only, very convenient. Confirm will book this pit again for next family outing. No regrets, worthy of 5 stars!",543,217
544,5,"BBQ Pit 14 at Pasir Ris Park really powei, confirm plus chop! Clean siol, got plenty of space to lepak. Lai lai, must book! Grill so smooth until feeling shiok max! 5/5, I say!
",544,159
547,4,"Great spot leh, this BBQ Pit 28 at Pasir Ris Park! Near beach and toilet, very convenient lor. Only thing is must come early if not no parking. Lucky no mozzies. Can bring family here next time. 4 star for me!",547,173
549,5,"Wow la! The BBQ Pit 52 at Pasir Ris Park really wins lor. Super clean and well-kept. Grilled our satay and otah without any issues. Very spacious, got table and benches nearby some more. Good thing is not far from carpark, so no need to carry our stuff for long. Definitely will book again. Shiok!",549,197
550,3,"Not too bad lah, this BBQ Pit 71 at East Coast Park. Quite spacious can fit quite a number of people. The pit quite okay lah, but last time got a bit dirty leh, maybe the previous group didn't clean up properly. Eh, the view not bad also, can see the sea while we BBQ. But the toilet quite far away leh, quite troublesome if you suddenly need to go. Overall okay lor for a BBQ gathering but cleanliness can improve lah!",550,74
558,3,"Had an okay-ish BBQ at Pit 25 in Pasir Ris Park lah. The pit quite clean. Still got bit bit sandy lah, but can deal with it. Clean-up also not too bad, got bin close by. One more thing is, got quite a number of bugs around the pit when evening time, so better bring insect repellent. Only main problem is the pit start to smoke a lot halfway through BBQ. Lucky the wind blow the other way, if not habis, the whole place would have got filled with smoke. Not very shiok, can improve on dis one.",558,170
565,5,"Dhoby Ghaut Lawn is truly one gem wah! Greenery all round, super peaceful and relaxing atmosphere. Perfect place for picnic or just chill with kakis. Night time the place is even more stunning. Lepak here after work can really de-stress and refresh. Don't say bojio ah, this Dhoby Ghaut Green must come! Solid 5 stars, no horse run one!",565,115
567,5,"Wah, Ubin Volunteer Hub - Seminar Room, solid sia! Super clean and well-maintained, power points everywhere, also got strong aircon to chill us down. For group discussion or presentation, this one steady! You can see nature around, quite peaceful. Pulau Ubin scenery not bad at all, shiok! Got positive vibes all around. Five stars, confirm plus chop!",567,104
568,3,"Tecoma Green in Bishan-Ang Mo Kio Park not bad lah, quite clean and spacious. But some areas quite hot because lack of shade. Its lighting also could improve during night time. Its close proximity to the park's amenities is a plus point. But overall still ok lah. Can consider booking this spot. Give it 3 out of 5 lor.",568,92
572,5,"Had a super fun time at BBQ Pit 48, East Coast Park, lah! Clean, sibei spacious and right next to the beach. Call your kaki and book this pad now, guarantee you all will enjoy. Can BBQ under the stars. 5 star, confirm plus chop!",572,51
575,5,"""BBQ Pit 40 in Pasir Ris Park, confirm plus chop best pit lah! Very strategic place, not too crowded. Wind flow steady and carry the BBQ smell good-good. Clean? Guarantee very clean one. Pasir Ris Park BBQ Pit 40? Boleh try ah!""",575,185
576,3,"BBQ Pit 6 at Labrador Nature Reserve not too bad lah. It got quite a nice view of the sea, make you relax. But the pit quite small, can't cook many thing at once. Also, need to clean before you use, some people never clean properly after they use. If you book this one, prepare to do extra cleaning. Good thing got toilet nearby, very convenient. Not the best, but okay for small family outing. If you can, bring extra portable BBQ pit. Overall, give 3 stars lah.",576,110
582,4,"BBQ Pit 54 at Pasir Ris Park not bad lah! Good location, near the carpark and toilet. Plus, the pit clean and big enough for family BBQ. But beware ah, late evening got lots of mosquitoes. And sometimes need to wait long long for the pit to be free, as not all bookers abiding by their booking timing. But overall still shiok! Can come and enjoy a nice BBQ with family or friends.",582,199
583,4,"Tanjong Berlayer at Labrador Nature Reserve, really not bad lah, I give 4 out of 5 stars. Clean, shaded and lots of spots to chill. Can see the sea also, quite nice. Just that, parking can be quite jialat during peak hours. But other than that, this place is solid! Remember to bring insect repellent hor, got lots of mosquitos. Got playground for kids to play also. Nice place for family day out.",583,113
584,4,"Mempat Green at Bishan-Ang Mo Kio Park, wah not bad ah! Got many shady areas to relax or picnic, quite peaceful. Weekends a bit crowded but still manageable. Plus point: very clean, props to our Park Rangers! Lost 1 star cause need more bus stops nearby. But overall, quite enjoyable lah! Recommended for family outings.",584,90
586,4,"BBQ Pit 38 at East Coast Park not bad! Nice spot, near to beach, quite clean. Can enjoy BBQ while listening to soothing sounds of the sea, buay pai leh! But, a bit far from toilet lah. Overall, still recommend if want to enjoy chill BBQ time with friends or family.",586,41
596,4,"BBQ Pit 17 at Pasir Ris Park really good lor. The pit quite big, enough for family gathering. Super near to toilet some more, so very convenient. But quite near playground, so got a lot of kids running around. Cleanliness also can, but can be better la. Overall, not bad, give 4 stars. Can come back next time!",596,162
601,3,"BBQ Pit 39 at East Coast Park so-so only lah. Got good view of the seaside and space quite big for families or friends. But the grills quite old already, can see burn marks and rust. Next time they should remember to clean properly, don't wait until got food leftover. Shelter also no good, when rain, the rain still can get wet. But this place still very convenient, can just walk to hawker centre for more food if the BBQ not enough. Got chill vibes, lah. So, can still consider to book. 3 star.",601,42
602,3,"BBQ Pit 7 at East Coast Park, not bad lah. Location wise, quite convenient, near to car park also. But got a bit disappointing things also. First, cleanliness can improve. Got some leftover charcoal and food from the last user. Secondly, not very shaded. If you barbecue during the day, the sun can really set you on fire, so best is to do it at night. But overall still okay. Worth to try it out if your gang not so picky.",602,10
606,5,"Bishan-Ang Mo Kio Park promenade is simply wah lao eh, five stars confirmed plus chop! So swee until cannot tahan. Walking here like walking in paradise. So nice, so clean. Confirm can chillax anytime. Play football, picnic or exercise also shiok. Evening time, the sunset here damn power sial. Thumbs up! Must visit!",606,91
607,2,"Eh, Bishan-Ang Mo Kio park damn big leh but Ficus Green, not really up to standard ah. Got space to run around but the facilities there a bit run-down already. Not enough shading become damn hot when afternoon, catch no ball with the name Ficus Green. If just need place to lepak still can, but overall hougang parks better lah.",607,89
609,3,"The BBQ Pit 25 at East Coast Park is okay lah. The pit was clean ah, but the area around dusty. Early morning go there need to clean up first. But it's very convenient one because near the car park. Beach view also not bad, but got a bit of noise from cyclists and runners. Not so peaceful like I was expecting. Tasted a bit of local hawker food too. BBQ pit and food okay, while surroundings can be better. So I give 3 stars lor.",609,28
610,5,"Wah, confirm plus chop East Coast Park's BBQ Pit 19 got 5-stars from me leh! Very spacious can fit my whole kampung. The pit also clean until can see your own reflection. The view also not bad, can see the sea and feel the breeze while BBQ-ing. Wind also not so strong, so no need worry the fire always go out. Shiok experience! Already can't wait to chiong here again!",610,22
614,3,"The Ubin Living Lab at Pulau Ubin quite ok la. Been to the Hall Block (Middle) for an event. Room quite spacious and air-condition also not bad. But facilities quite basic loh, not many technology stuff. Plus, the location quite ulu, so have to plan in advance how to get there. Perfect if you want a peaceful, nature-filled experience, but don't expect hotel style luxury here okay.",614,101
616,5,"East Coast Park BBQ Pit 44 really power lah! Clean sia the pit and super near the beach one. Got nice breeze and chill vibes. Eh we enjoy our BBQ there sial. Really shiok, can see people cycling and rollerblading. Sure come again boy. Five star, steady lah! Stein!",616,47
619,3,"BBQ Pit 59 at East Coast Park okay lah, not bad but nothing special. Easy to book, but parking lot quite far, need to carry all things some more. Good thing is, got toilet nearby so very convenient. Sea view also nice and food cooks evenly on pit. But the pit black-black one, maybe not cleaned properly. Overall still okay can enjoy weekend there.",619,62
620,3,"East Coast Park, not bad lah! BBQ Pit 46 located quite good, not so far from the toilet. But the pit not so clean when we reach, still got leftover stuff from last use. And somemore, light at the pit not so bright at night time. Overall ok lah, can use but make sure to check and clean first lo. Rating 3/5.",620,49
623,4,"East Coast Park BBQ Pit 16 solid la! Space big big, got lot of trees provide good shade - no need worry about sun so hot. Nearby got toilet and vending machine, very convenient. Ah, but is a bit far from carpark, if bring many things then a bit susah lor. Overall still very shiok. Worth it to try out. Can give 4 star!",623,19
624,3,"BBQ Pit 17 at East Coast Park is not bad lah. Pit is clean and size is quite big also. But, got a bit disappointed cos no shelter. If rain, then like this how? Also, pit quite far from toilet, very mafan when need to use. So overall, can recommend but got room for improvement loh.",624,20
627,4,"Quite good at Pasir Ris Park, BBQ Pit 21 leh! Very spacious, not hard to find. Can make super shiok BBQ there one. Toilet also nearby, so super convenient if need to wash hands or go toilet. Only downside was, got a lot of mosquitos, so better bring some insect repellent lah! Overall, 4 out of 5 for me. Can bring whole kampung to chill here next time. Can consider to book!",627,166
629,4,"Had a solid BBQ session at BBQ Pit 6 in Pasir Ris Park lah. The pit was quite clean when we get there. The park quite chill also, nice view and got plenty of space for the kiddos to run around. One downside though, the pit a bit far from restroom. Overall still shiok ah, will use again. Rating: 4 stars!",629,151
639,5,"Wah, Dhoby Ghaut Amphitheatre is really power lah! Perfect place to watch live performances or just chill with friends. Sound system also not bad, can hear clearly even if sit at the back. The atmosphere very lively, very happening. Confirm will come again! Rating: 5/5. Shiok!",639,114
640,3,"BBQ Pit 7 at Sembawang Park okay lah. Quite convenient cause got dustbin nearby, but the lighting not enough leh. At night quite hard to see. Table and bench were clean, but BBQ pit itself not so clean. Area is spacious enough for family gathering, but got quite a lot of mosquitoes. Nearest toilet also very far away. Must improve a bit then perfect.",640,142
641,3,"Shiok place Pulau Ubin! But this Ubin Living Lab - Seminar Room (Ketapang) leh, so-so only lah. The place clean and technology also can. But the room quite small leh. If you have big group like paktor, then very squeezy. Also, no vending machine for kopi or snacks. Next time improve lah, then more jialat! But overall still not too bad for makan and learn about nature. Just bring your own snacks. Can try lah! Give 3 stars for now. Must improve ah!",641,103
642,4,"one-north Park: Mediapolis (The Oval) quite nice leh! Especially if you're tech geek like me, you confirm plus chop will love its futuristic vibe. Very chilling place to lepak after work. Got quite a lot of benches and grassy areas for picnic or to just sit around and relax. The unique sculptures around the park also give it character. But ah, quite hot in the afternoon and not enough shelter. Other than that, boleh la! Solid 4 out of 5! Thumb up!",642,2
643,4,"East Coast Park camping area G? Quite solid place for camping one. Big area and got ample space for everyone. Nearby got BBQ pits and washroom so no need worry about where to cook or go toilet. The park is not too crowded also, so can easily play games or cycle around. Sound from the highway can be bit annoying, especially at night. If weather good, can see sunrise also leh. But need to book early cause always out! Give them 4 star lah. If they can quieter a bit, I sure give full marks.",643,85
644,4,"The BBQ Pit 18 at East Coast Park not bad leh! Got a lot of space to siam the smoke and it’s super near to the toilet and carpark, so quite convenient for all. Some more, you can enjoy the nice view of the beach while you makan your BBQ. However, I must say that if your BBQ skills not power, then confirm got a lot of smoke. Can be a bit hot also, so must bring fan. But overall, still a solid 4/5! Shiok place to BBQ with your kakis!",644,21
647,5,"BBQ Pit 36 at Pasir Ris Park really top-notch lah. Clean and very convenient! Really good location, near the beach somemore so while barbecuing can also enjoy seaview. No need to worry, got many tables and benches around, super suitable for big families or gatherings. Confirm plus chop will book again!
",647,181
649,3,"Changi Beach Park BBQ Pit 2, not bad lah but can be better. Mosquitoes there quite many, must bring repellent. The BBQ pit itself quite clean and the cooler part, very near to toilet. But eh, the lighting not very good, quite dark when night time. Those who BBQ at night need bring own lights. At least got nice sea view, can chill and feel the breeze. So can give it a go, but got better ones out there. Overall, not too bad, not too good also, can give 3 stars.",649,117
652,5,"Wah, BBQ Pit 6 at West Coast Park is truly top-notch! So spacious and clean, plus got shelter some more, rain or shine still can BBQ. And very convenient, nearby got toilet and water point. Even at night, got enough light for us to see our satay and sambal stingray don't chao ta. Swee la, 5/5, confirm plus chop will book again!",652,220
654,3,"BBQ Pit 12 at Pasir Ris Park okay lor... Not too bad, not too good, just middle middle. Can cook your items properly but need some maintenance eh... Cleanliness also can improve a bit. Location quite nice, near the beach, can enjoy the sea breeze while cooking. Just be aware of the birds, sometimes they kpo. So must watch your food carefully. Overall, still not too bad lah, can still come back try again. But hope next time maintainance level up.",654,157
656,4,"Not too bad lah, this BBQ Pit 25 at East Coast Park. Quite clean, space also big enough for family gatherings. Sea breeze also very shiok when we BBQ at night. But remember to book early ah, if not very hard to get one. Some more, got lot of mosquitoes, so better bring your insect repellent. But overall, really enjoyed the BBQ experience here!",656,28
658,4,"Had a BBQ at Labrador Nature Reserve, specifically at Pit 3. Confirm must book ah, but worth it! The pit was clean and well-maintained. Botanic surroundings gave a nice, relaxing ambience. Best part? Got sea view leh! Only downside, quite a bit of mosquito, so remember to bring insect repellent. Overall, 4 stars! Next time will sure come again!",658,107
660,4,"Had a gao lat time at Pasir Ris Park, BBQ Pit 32! The pit was clean, got lots of space around for the family to lepak. But a bit ulu lah, need to walk quite far from the car park. And the lights not very bright at night. But overall, swee lah! Confirm will book again for our next BBQ!",660,177
670,4,"BBQ Pit 66 at East Coast Park not bad lah. The pit very clean when we arrive, don't have leftover char or food. Quite spacious also, can fit quite a big group for BBQ. Got nearby toilet for wash up, so very convenient. Only thing is, quite crowded on weekends, so must chope early. But overall, not bad lah! Can consider for your next BBQ gathering. Give it 4 stars!",670,69
671,4,"Great place for BBQ session! Changi Beach Park's BBQ Pit 8 very spacious and clean. PLUS POINT: Can enjoy nice seaview while cooking, super gustong. Not so good thing is got quite a bit of mosquitoes, so remember to bring your insect repellent. Other than this, everything else tiptop. Can recommend!",671,123
675,5,"East Coast Park BBQ Pit 42 power la! Very clean and well maintained one. The pit near the toilet, so very convenient. Can enjoy sea view while BBQ, quite shiok! 5-star rating from me, confirm plus chop can bring your whole family come down! Good job National Parks Board!",675,45
681,5,"East Coast Park never disappoints, and BBQ Pit 67 nails it! The place is sama clean and organised, and it near to toilet for washing up also not bad. BBQ pit size decent enough to feed a good size group, and the view of the sea a cherry on top. Can already smell the sotong and chicken wings. Wa, really shiok! Rating - solid 5!",681,70
682,5,"Labrador Nature Reserve, fantastic place, BBQ Pit 5 even better! Got a lot of greens, very shiok for relaxation. The BBQ pit very clean, well-maintained, perfect for family outing or friends gathering. Can see the sea when BBQ-ing, the view super on point. Enjoyed my time here, confirm plus chop will return again! 5-star rating, cannot say no more.",682,109
684,3,"This Native Lawn at Pasir Ris Park okay lah, can say right in the middle. Very clean and nice place for picnic, but can get very crowded during weekends, hard to find spot even! Grass not very soft also, can feel quite hard on the backside. The park itself quite good, got a lot of stuff to do. Parking as usual an issue, but MRT not so far away also. If more peace and quiet you want, this might not be the best place. But for big family outing, can consider lah! My rating 3 out of 5!",684,214
685,5,"Wah, BBQ Pit 2 at East Coast Park really good leh! Very spacious and clean. Nearby got toilet and mini mart some more, very convenient sia. Breezy breezy, chill chill, really good for family outing one. Definitely recommend. 5/5 can? Full marks!",685,5
686,1,"Aiyo, quite disappointed with West Coast Park's BBQ Pit 5 leh. Area not so clean when we arrive. Have to clean up ourselves first, waste our time. The grill also greasy, cause the flame to shoot up and almost spoil our food. Would suggest trying other pits or bring your own portable grill. Not a very good experience. Cannot recommend lah. Got improvement potential!",686,219
687,4,"Had a solid BBQ time at Pit 29 in East Coast Park lah! Place is clean and space big enough for family and friends. Sea breeze was really shiok and the view is awesome! Only sian thing is pit is a bit too far from the toilets. But bo bian, still had a lot of fun, will book again! 4/5!",687,32
688,4,"The Ubin Volunteer Hub - Seminar Room in Pulau Ubin Park is not bad la. I give it a 4 rating. Comfortable and clean, good for group discussion or small workshop, good space. Air-con also quite cool, no sweat. Audio-visual system can still improve. Some more easy to book. Overall, good experience la!",688,104
693,5,"Solid BBQ Pit, lah! East Coast Park number 51, confirm plus chop best for weekend family time. Super clean, no dirt or ashes from last use. Near toilet and parking, save your legwork. Can enjoy beach view while grilling sotong and chicken wings. Very shiok! East cost park BBQ Pit 51 must try... Kudos to the National Parks Board for maintaining it so well. Rating: 5. The best!",693,54
695,4,"Changi Beach Park BBQ Pit 12 confirm solid place for BBQ party. Very spacious and clean sia. Got nearby carpark, so quite convenient to carry all the bbq stuffs. The sea view is also shiok. But be careful at night, the lighting not enough bright. Other than that, everything good-good! Solid 4 stars for this BBQ pit!",695,127
700,5,"BBQ Pit 9 at Pasir Ris Park is really top-notch, lah! Sheltered, so the rain also cannot spoil our BBQ. The pit was clean and well maintained. Superb view of the beach from here also. Really shiok! Bring your family and friends for good food, scenery, and memories. Thumbs up, confirm plus chop, will book again!",700,154
701,5,"Wah, Ficus Green at Bishan-Ang Mo Kio Park confirm 5 stars rating! Really shiok place for relax one. Got big shady trees that is good when hot weather. Quite breezy somemore. Super good place for picnic with friends or family. At night, quite romantic for couples also. Plus not very noisy, really can unwind after working whole day. Must try!
",701,89
703,3,"BBQ Pit 54 at Pasir Ris Park not too bad lah, but got some room for improvement. The pit itself clean enough, but area around got a bit rubbish one. Maybe previous group not very tidy. Also, quite near the playground so if got really noisy kids, might be bit disturbing. But overall still can lah, got nice views and quite breezy. Even got nearby toilet, but not super clean leh. Confirm must bring your own tissue paper and soap. Location wise, quite far walk from the carpark, but if you don't mind the walk can consider this pit. Use it with caution, hor.
",703,199
706,4,"Had a solid tarde at East Coast Park, BBQ Pit 69. The pit was clean, ready for use already. Beautiful surrounding, got plenty big trees for shade, angin also good. Location shiok, super near to toilet and parking. But bit disappointed 'cause late evening a lot of insects come out. Maybe next time bring insect repellent can solve the problem la. Overall quite happy! Give 4 stars.",706,72
709,5,"This BBQ Pit 43 at Pasir Ris Park is super onz! The Pit is very clean and also quite big. Got lots of seating space around. Good view of the sea while we BBQ, very shiok! Can see people cycling and rollerblading on the park connector, very entertaining. Carpark also just nearby only, very convenient. Sweepers and cleaners also always on standby, very efficient service. Will definitely recommend this pit to my kakis! Keep up the good work, NParks!",709,188
710,4,"Pretty good BBQ Pit over at Sembawang Park! Area clean and tidy when we reach. Got enough space for our family to chill out and enjoy our BBQ. Toilet also nearby only, quite convenient. Only thing is the light not bright enough at night so quite troublesome when we BBQ. Other than that, really satisfied! 4 out of 5 can!",710,136
711,3,"Camp Area D at East Coast Park is just not bad only lah. The location quite near the beach, so got good views and the sea breeze very shiok. But at night, got quite a lot of mosquitoes, don’t forget to bring insect repellant. Also, not enough lighting, it's rather dark. Toilet is clean, but got long queue during weekends. Overall, okay can, but room for improvements.",711,84
712,3,"East Coast Park's BBQ Pit 54 is okok only. Cleanliness can be better, got lot of leftover charcoal from previous users we had to clear. Sea view is quite nice, can see ships passing by. But it’s always very crowded with people cycling or rollerblading past your pit, quite distracting lah. Plus, very far from carpark and toilets, so quite inconvenient. Not bad for BBQ but there's room for improvement lor. 3 stars only.",712,57
715,5,"Sembawang Park really very shiok to enjoy BBQ! Pit 1 is the best one, super clean and spacious. Confirm can fit whole family and even kakis. The park view also very solid, got sea view some more. BBQ at night very relaxed one, got nice breeze. Got toilet nearby, very convenient. BBQ Pit 1 is 5 star one, must try!",715,136
717,2,"BBQ Pit 27 at Pasir Ris Park really not up there ah. Place kinda dirty leh, cleaning services can do better. Look like never clean up after previous booking. Location also quite tricky to find for first-timer, not very well-signed. Also sometimes got weird smell wafting over from nearby rubbish bin, quite a mood spoiler. But at least the view not too bad. Hopefully next time the cleanliness can improve, then it will be more shiok to use the pit. Got potential to be better one!",717,172
720,4,"West Coast Park BBQ Pit 5 confirm steady one! Bring the whole fam-bam down and we had a blast! The pit is clean and big enough for a decent fire. The table nearby nice for set-up buffet style, kampung spirit! No bad smell or full of ash some more, can tell they take care of the place. Only downside, a bit far from the toilet lah, cannot help if you suddenly got 'stomachache'. I give it 4 out of 5. Can suggest for your next BBQ gathering!",720,219
725,5,"Pulau Ubin's Jelutong Campsite 1 is one top-notch place for camping lah! Really, 5-star experience. Not too crowded so you can enjoy nature in peace. At night, the stars pepper the sky like never seen before. So beautiful! Plus, the facilities also very clean one. Highly recommended to those who love camping activities and peace. Confirm plus chop, won’t regret!",725,95
727,4,"BBQ Pit 31 is quite tok gong! Very spacious area for BBQing, and under the big shady tree – so no need to worry about hot sun. The pit also very clean and ready for use. Only thing, this pit a bit far from toilet lah. But overall, nice place for family gathering! Can spot some birds also. Nice and peaceful, thumbs up!",727,176
732,2,"BBQ Pit 72 at East Coast Park lastime good good but now cannot make it lah. Cleanness wise, they sure lose out. Leftover foods and charcoal everywhere, seem like no cleaner one. Not onz at all, ended up buey tahan and clean ourselves. And then, the pit also got a bit spoil, cannot start fire properly. Spoil the whole BBQ mood sia! So for me, no choice but to give it 2 stars nia. Really hope NParks can fast fast improve the conditions. Don't say we lepak one corner only also not happy.",732,75
733,3,"BBQ Pit 1 in Changi Beach Park is not bad lah, can say it's quite okay. Got shade so no need to worry about the hot sun. But, the pit a bit small so hard to cook a lot of food at one go. Last time, I see one family need to wait very long for their food sia. And must make sure you clear your things, 'cause the cleaner not always come. If you don't mind these small issue, can still enjoy your barbeque here. But remember to book in advance okay, weekend always full one!",733,116
734,5,"Wah, BBQ Pit 60 at Pasir Ris Park solid la! Near the toilet plus got playground for the kiddos to play, very convenient ah. Also, the pit is clean and big enough for big gatherings, sure can enjoy a good makan session here with friends and family. Even got shelter, so don't need to worry if rain or what. Really worth the booking lah, five stars confirm plus chop!",734,205
735,2,"BBQ Pit 76, ah? Not so good la. Place a bit dirty, maybe need more clean up. No bright light also, quite dark when night time. Abit tough to handle BBQ. And quite far from toilet, need to walk some time. Try other pit can maybe?",735,79
738,3,"BBQ Pit 51 at East Coast Park, not bad lah. Can see the sea while grilling, quite chill and peaceful. But the pit's condition could be better, a bit old already. Also, the wind sometimes quite strong, so keep the fire going can be a bit difficult. Good for family outing but be prepared to combat some elements lah! Not bad, not fantastic also. Can try if you never BBQ at East Coast Park before.",738,54
742,4,Si Bei Nice BBQ Pit at Pasir Ris Park No. 56! Good size for a decently big group! No issue with the smoke direction - no choke. Only downside is quite a walk from the car park la. But no problem if don't mind healthy short walk! Solid four stars for you. See you again Pit 56!,742,201
